Name,Location,Hometype,Max_guest,Home_summary,Price,Amenities,Reviewnumber,Reviewstar
[HongDae] 1min from Hongik Unv. Stn,Mapo-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$65 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer']",162,Rating 5 out of 5
#1 Connected to Mapo Stn./HAN River view/Hongdae,Mapo-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '1 bed', '1 bath']",$53 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",159,Rating 5 out of 5
?? Myeong Dong ?? Portable Wifi #1 ??,Jung-gu,ENTIRE HOUSE,3 guests,"['1 bedroom', '2 beds', '1 bath']",$60 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",194,Rating 5 out of 5
Lavi's House??Free Egg??30sec from the station,Seoul,ENTIRE LOFT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$59 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",115,Rating 5 out of 5
MyeongDong 803 ??Big City Window?? +Free WiFi,Jongno-gu,ENTIRE CONDOMINIUM,2 guests,"['1 bedroom', '1 bed', '1 bath']",$42 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",109,Rating 4.5 out of 5
Mapo basecamp,Mapo-gu,ENTIRE TOWNHOUSE,2 guests,"['1 bedroom', '1 bed', '1 bath']",$30 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers', 'Essentials']",40,Rating 5 out of 5
Just Seoul Stn. relax cozy place,??????????,ENTIRE LOFT,4 guests,"['Studio', '2 beds', '1 bath']",$57 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",137,Rating 5 out of 5
Seoul Station !NEW OPEN! Free Gym 2,Yongsan-gu,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$41 per night,"['Free parking on premises', 'Elevator', 'Gym', 'Kitchen', 'Wifi', 'Dryer']",101,Rating 4.5 out of 5
[Myeong-dong] Modern Duplex,Jongno-gu,ENTIRE APARTMENT,4 guests,"['2 bedrooms', '2 beds', '1 bath']",$49 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",82,Rating 5 out of 5
LA VIE EN ROSE / Myeong-dong,Jung-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$55 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",131,Rating 5 out of 5
Moonhouse#501 *Near Hongdae*,Mapo-gu,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$47 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer']",101,Rating 5 out of 5
[3] Center of Myeongdong&Hongdae,Seoul,ENTIRE LOFT,5 guests,"['Studio', '2 beds', '1 bath']",$49 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer']",219,Rating 4.5 out of 5
With private terrace! @ Hongdae,Mapo-gu,ENTIRE LOFT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$53 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV', 'Hangers']",199,Rating 5 out of 5
MYEONG-DONG Studio # 8,Jung-gu,ENTIRE APARTMENT,4 guests,"['Studio', '1 bed', '1 bath']",$18 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",120,Rating 4.5 out of 5
#4 Connected to Mapo Stn./HAN River view/Hongdae,Mapo-gu,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$45 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",87,Rating 5 out of 5
[Myungdong] ?? Cozy Studio ??,Jung-gu,ENTIRE CONDOMINIUM,3 guests,"['1 bedroom', '2 beds', '1 bath']",$38 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers']",49,Rating 4.5 out of 5
???? Myeong Dong - N Seoul Tower View !,Jung-gu,ENTIRE LOFT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$30 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",66,Rating 5 out of 5
** A Cozy Private Studio for Friends or Couples **,Seoul,ENTIRE APARTMENT,3 guests,"['Studio', '2 beds', '1 bath']",$38 per night,"['Elevator', 'Kitchen', 'Wifi', 'Hair dryer', 'Cable TV', 'Hangers']",71,Rating 5 out of 5
The Best Transportation + Insadong,Seoul,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$30 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",177,Rating 4.5 out of 5
1 minute HyochangPark station line6,??????????,PRIVATE ROOM IN HOUSE,1 guest,"['1 bedroom', '1 bed', '1 shared bath']",$20 per night,"['Kitchen', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials', 'Heating']",92,Rating 5 out of 5
"Jamsil ""Comestay"" TH - Double bedroom",Songpa-gu,PRIVATE ROOM IN HOUSE,2 guests,"['1 bedroom', '1 bed', '2.5 shared baths']",$27 per night,"['Kitchen', 'Wifi', 'Breakfast', 'Dryer', 'Iron', 'Hair dryer']",147,Rating 5 out of 5
MyeongDong / Cozy & Large Guesthouse,Jongno-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$25 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",107,Rating 4.5 out of 5
NEW??[OPEN SALE]MIRACLE HOUSE??IN SEOUL [BEST PRICE],Mapo-gu,PRIVATE ROOM IN HOUSE,2 guests,"['1 bedroom', '1 bed', '1 private bath']",$26 per night,"['Free parking on premises', 'Kitchen', 'Wifi', 'Hair dryer', 'Cable TV', 'Hangers']",105,Rating 4.5 out of 5
Korean Traditional Hanok,Seoul,ENTIRE HOUSE,4 guests,"['2 bedrooms', '4 beds', '2 baths']",$182 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV', 'Hangers']",150,Rating 5 out of 5
"HANOK VILLAGE,OWN BED & LIVING ROOM",Jongno-gu,PRIVATE ROOM IN GUEST SUITE,3 guests,"['2 bedrooms', '3 beds', '1 private bath']",$74 per night,"['Wifi', 'Breakfast', 'Hair dryer', 'Hangers', 'Essentials', 'Shampoo']",130,Rating 5 out of 5
Economy double room(a double bed),??????,PRIVATE ROOM IN BED AND BREAKFAST,2 guests,"['1 bedroom', '1 bed', '1 bath']",$36 per night,"['Kitchen', 'Wifi', 'Breakfast', 'Cable TV', 'Shampoo', 'Heating']",69,Rating 4.5 out of 5
MAUM ATELIER 1 IN CENTER OF SEOUL,"Sajik-dong, Jongno-gu",ENTIRE APARTMENT,4 guests,"['1 bedroom', '1 bed', '1 bath']",$48 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",152,Rating 5 out of 5
D/C! Hongdae 2min??Free WiFi??Best Location??????,Mapo-gu,ENTIRE APARTMENT,6 guests,"['1 bedroom', '3 beds', '1 bath']",$45 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",124,Rating 4.5 out of 5
[OPEN]?????? 1?????? 10?????? 10 sec to Gangnam stn Exit 1,??????????,ENTIRE APARTMENT,3 guests,"['Studio', '2 beds', '1 bath']",$40 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",127,Rating 5 out of 5
Moonhouse #303 *Near Hongdae*,Mapo-gu,ENTIRE HOUSE,2 guests,"['Studio', '1 bed', '1 bath']",$38 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer']",78,Rating 5 out of 5
[Myeongdong] #07Jongno Hans'house(Luggage Storage),Jongno-gu,ENTIRE LOFT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$45 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",67,Rating 4.5 out of 5
[Seoul Han river view] Great place!,Seoul,ENTIRE APARTMENT,4 guests,"['1 bedroom', '4 beds', '1 bath']",$36 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",145,Rating 5 out of 5
Hongdae 3min *Lovely Private Room*,??????????,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$32 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers']",133,Rating 5 out of 5
"House-??Open a Bargain Sale?? 1min (subway, bus)",Eunpyeong-gu,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$37 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Hair dryer', 'Hangers']",162,Rating 4.5 out of 5
Calm and Friendly Mary House's White Room in seoul,Dongdaemun-gu,PRIVATE ROOM IN HOUSE,2 guests,"['1 bedroom', '1 bed', '1 shared bath']",$18 per night,"['Free parking on premises', 'Kitchen', 'Wifi', 'Breakfast', 'Dryer', 'Iron']",34,Rating 5 out of 5
#2 Connected to Mapo Stn./HAN River view/Hongdae,Mapo-gu,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$45 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",139,Rating 4.5 out of 5
OPEN SALE!Huge Family House/Upto 28/FREE Breakfast,Jongno-gu,ENTIRE GUEST SUITE,16+ guests,"['5 bedrooms', '25 beds', '3 baths']",$11 per night,"['Kitchen', 'Wifi', 'Breakfast', 'Dryer', 'Iron', 'Hair dryer']",20,Rating 5 out of 5
?? City Center of Seoul ?? Connected all hot spots!,?????? ????????,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$35 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Dryer', 'Iron', 'Hair dryer']",130,Rating 4.5 out of 5
MYEONG-DONG Studio # 3,Jung-gu,ENTIRE APARTMENT,3 guests,"['Studio', '2 beds', '1 bath']",$18 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",99,Rating 5 out of 5
[NEW]Free Pocket Wifi/Hongdae Station Area,??????????,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$31 per night,"['Free parking on premises', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers']",49,Rating 4.5 out of 5
"[OT1204] Viator's Minimal Hotel!, Gorgeous!",??????????,ENTIRE APARTMENT,4 guests,"['1 bedroom', '1 bed', '1 bath']",$37 per night,"['Elevator', 'Kitchen', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials']",128,Rating 4.5 out of 5
FREE_WIFI_Homestay@Mapo Miffy's B&B,Mapo-gu,PRIVATE ROOM IN APARTMENT,2 guests,"['1 bedroom', '2 beds', '1 private bath']",$31 per night,"['Free parking on premises', 'Elevator', 'Hot tub', 'Kitchen', 'Wifi', 'Breakfast']",126,Rating 5 out of 5
[Open Discount]Cozy House. 2min Hongik Stn,Mapo-gu,ENTIRE HOUSE,2 guests,"['1 bedroom', '2 beds', '1 bath']",$46 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers', 'Essentials']",100,Rating 5 out of 5
Duplex studio Itaewon@Hongdae,Yongsan-gu,ENTIRE APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$47 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",100,Rating 5 out of 5
Art House (Room1),Mapo-gu,PRIVATE ROOM IN APARTMENT,1 guest,"['1 bedroom', '1 bed', '1 shared bath']",$27 per night,"['Elevator', 'Kitchen', 'Wifi', 'Breakfast', 'Iron', 'Hair dryer']",80,Rating 5 out of 5
"Traveler's Hot Spot, Anguk station, Insadong",Seoul,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$30 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",201,Rating 4.5 out of 5
401-3 Cheap yet comfy stay in Seoul,Seongbuk-gu,PRIVATE ROOM IN CONDOMINIUM,2 guests,"['1 bedroom', '1 bed', '1 shared bath']",$17 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers', 'Essentials']",108,Rating 5 out of 5
??Big City View??MyeongDong Guest house / WiFi-Egg,Jongno-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$69 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",119,Rating 4.5 out of 5
?????? ?? ????- Gyeongbokgung Palace Central Seoul(????),Jongno-gu,ENTIRE HOUSE,3 guests,"['1 bedroom', '1 bed', '1 bath']",$116 per night,"['Wifi', 'Hair dryer', 'Essentials', 'Shampoo', 'Heating', 'Air conditioning']",102,Rating 4.5 out of 5
#MYEONG-DONG STUDIO% FREE EGG WIFI* PERFECT SPOT!#,Jung-gu,ENTIRE APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$43 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",76,Rating 5 out of 5
"River view, High fl. Central SEOUL",Mapo-gu Dohwa-dong,ENTIRE APARTMENT,3 guests,"['1 bedroom', '1 bed', '1 bath']",$68 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",179,Rating 5 out of 5
?? GangNam No.1 City Studio (@GangNam Stn.),"Yeoksam 1(il)-dong, Gangnam-gu",ENTIRE APARTMENT,4 guests,"['Studio', '1 bed', '1 bath']",$30 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",84,Rating 4.5 out of 5
+Center of Seoul+4min to Myeongdong by Subway,Seodaemun-gu,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$30 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",183,Rating 4.5 out of 5
Awesome View @ Location,Seocho-gu,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$45 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",102,Rating 5 out of 5
[New open] Clean&Nearby attractions,Eunpyeong-gu,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$40 per night,"['Elevator', 'Kitchen', 'Wifi', 'Hair dryer', 'Cable TV', 'Hangers']",152,Rating 5 out of 5
Hongik.univ.stn.exit 2 30s!free potable wi-fi!,Mapo-gu,ENTIRE HOUSE,6 guests,"['1 bedroom', '3 beds', '1 bath']",$53 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",113,Rating 5 out of 5
Roommate 103,Seoul,ENTIRE HOUSE,2 guests,"['1 bedroom', '2 beds', '1 bath']",$28 per night,"['Kitchen', 'Wifi', 'Hair dryer', 'Essentials', 'Shampoo', 'Heating']",50,Rating 4.5 out of 5
Artist House in Center of Seoul +TERRACE,Yongsan-gu,ENTIRE HOUSE,2 guests,"['1 bedroom', '1 bed', '1 bath']",$80 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers', 'Essentials']",112,Rating 5 out of 5
[Myeongdong] #02Jongno Hans'house(Luggage Storage),Jongno-gu,ENTIRE LOFT,4 guests,"['Studio', '3 beds', '1 bath']",$36 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",52,Rating 4.5 out of 5
2Rooms!_[Planterior House4]_3mins_HongikUniv stn,Mapo-gu,ENTIRE HOUSE,6 guests,"['2 bedrooms', '3 beds', '1 bath']",$46 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers', 'Essentials']",58,Rating 5 out of 5
[Myeongdong] Jongno Hans' house 1(Luggage Storage),??????,ENTIRE LOFT,5 guests,"['1 bedroom', '4 beds', '1 bath']",$37 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",57,Rating 4.5 out of 5
"5min Lotteworld, Lakeview,Jamsil, ????,?????? ????",Songpagu Seokchondong,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$62 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",241,Rating 5 out of 5
FreeWifi [Planterior House3] 3mins HongikUniv stn,Mapo-gu,ENTIRE HOUSE,5 guests,"['1 bedroom', '3 beds', '1 bath']",$57 per night,"['Free parking on premises', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers']",106,Rating 5 out of 5
[C2] Vin's Amazing view & location in Gangnam!,Gangnam-gu,ENTIRE LOFT,2 guests,"['Studio', '1 bed', '1 bath']",$45 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",130,Rating 5 out of 5
Skyscraper#1. 0min to dongmyo Sub. Dongdaemun Area,Jongno-gu,ENTIRE LOFT,5 guests,"['1 bedroom', '2 beds', '1 bath']",$59 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",103,Rating 5 out of 5
MyeongDong ??Twinkle?? +Free WiFi,Jongno-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$30 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",96,Rating 4.5 out of 5
Dongdaemun DW (free egg wifi+T-money),Jung-gu,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$53 per night,"['Elevator', 'Kitchen', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials']",162,Rating 5 out of 5
"New open#10, 3 Min@SeoulStation Duplex",Yongsan-gu,ENTIRE LOFT,6 guests,"['2 bedrooms', '4 beds', '1 bath']",$70 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",115,Rating 4.5 out of 5
Writer's greenery room ; near seoul station,Yongsan-gu,ENTIRE CONDOMINIUM,1 guest,"['1 bedroom', '1 bed', '1 bath']",$22 per night,"['Free parking on premises', 'Kitchen', 'Iron', 'Hair dryer', 'Hangers', 'Essentials']",29,Rating 4.5 out of 5
[SALE] Elegant Room in JASY home by Yeonnampark!,Mapo-gu,PRIVATE ROOM IN APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 shared bath']",$20 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV', 'Hangers']",75,Rating 5 out of 5
Duplex Studio / Seoul Station / Myeongdong,Yongsan-gu,ENTIRE LOFT,7 guests,"['1 bedroom', '4 beds', '1 bath']",$66 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers']",123,Rating 4.5 out of 5
Banana homes - Single room,Yongsan-gu,PRIVATE ROOM IN HOSTEL,1 guest,"['1 bedroom', '1 bed', '1 private bath']",$28 per night,"['Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer', 'Cable TV']",206,Rating 4.5 out of 5
[Seoul station] Cosy house,Yongsan-gu,ENTIRE APARTMENT,4 guests,"['2 bedrooms', '2 beds', '1 bath']",$53 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",80,Rating 5 out of 5
??Directly connected to the subway station??,Mapo-gu,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$38 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",140,Rating 4.5 out of 5
Ju's house#1. Hangang view house,??????????,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$69 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",170,Rating 5 out of 5
[H1] Vin's Amazing view & location in Gangnam!,Gangnam-gu,ENTIRE LOFT,2 guests,"['Studio', '1 bed', '1 bath']",$67 per night,"['Air conditioning', 'Cable TV', 'Dryer', 'Ethernet connection', 'Essentials', 'Heating']",120,Rating 5 out of 5
MyeongDong 601 ??City Window?? +Free WiFi,Jongno-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$30 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",72,Rating 4.5 out of 5
#COZY MYEONG-DONG STUDIO % *FREE EGG WIFI* SEOUL!*,Jung-gu,ENTIRE APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$35 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron', 'Hair dryer']",72,Rating 5 out of 5
Irin's House(????????????),Ilsandong-gu,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$45 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",45,Rating 4.5 out of 5
FreeWifi_[Planterior House1]_3mins HongikUniv stn,Mapo-gu,ENTIRE HOUSE,5 guests,"['1 bedroom', '3 beds', '1 bath']",$44 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers', 'Essentials']",113,Rating 5 out of 5
Modern Cozy House-2min Hongik Station,Mapo-gu,ENTIRE HOUSE,3 guests,"['1 bedroom', '2 beds', '1 bath']",$40 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV', 'Hangers']",87,Rating 5 out of 5
Hongdae Epicenter#L2! Best Location! Very Spacious,Mapo-gu,ENTIRE SERVICED APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$18 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",65,Rating 5 out of 5
Myeongdong Perfect Location / ???? #1,Jung-gu,ENTIRE APARTMENT,5 guests,"['1 bedroom', '3 beds', '1 bath']",$65 per night,"['Elevator', 'Kitchen', 'Wifi', 'Hair dryer', 'Hangers', 'Essentials']",142,Rating 4.5 out of 5
"Cozy Studio, Dongdaemun #4#",Jung-gu,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$44 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Hair dryer', 'Cable TV']",54,Rating 5 out of 5
Seoul Station 3 Free GYM Viewpoints Studio~,Yongsan-gu,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$71 per night,"['Elevator', 'Gym', 'Kitchen', 'Wifi', 'Dryer', 'Iron']",121,Rating 5 out of 5
#[Sale]@subway connected cozy APT free egg wifi,Mapo-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$35 per night,"['Elevator', 'Kitchen', 'Wifi', 'Dryer', 'Hair dryer', 'Cable TV']",109,Rating 5 out of 5
401-2 Cheap yet comfy stay in Seoul,Seongbuk-gu,PRIVATE ROOM IN CONDOMINIUM,2 guests,"['1 bedroom', '1 bed', '1 shared bath']",$17 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers', 'Essentials']",77,Rating 5 out of 5
(HOT SALE) bibimbapguesthouse single room,Jongno-gu,PRIVATE ROOM IN HOSTEL,1 guest,"['1 bedroom', '1 bed', '1 private bath']",$37 per night,"['Kitchen', 'Wifi', 'Breakfast', 'Dryer', 'Iron', 'Hair dryer']",121,Rating 5 out of 5
MyeongDong ??Basecamp905??Comfy LOFT+Free WiFi,Jongno-gu,ENTIRE CONDOMINIUM,3 guests,"['1 bedroom', '2 beds', '1 bath']",$42 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",99,Rating 5 out of 5
"Gangnam,Garosu-gil, JINJIN house",Seocho-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '1 bed', '1 bath']",$61 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",79,Rating 5 out of 5
??Helloworld House2??Hongdae 1mins!10ppl@PartyParty,Mapo-gu,ENTIRE HOUSE,10 guests,"['2 bedrooms', '4 beds', '1 bath']",$40 per night,"['Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Hangers', 'Essentials']",104,Rating 4.5 out of 5
MyeongDong ?? Cute Comfy LOFT +Free WiFi,Jongno-gu,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$49 per night,"['Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer', 'Cable TV']",110,Rating 4.5 out of 5
+OPEN SALE+ Duplex Studio: 1 minute away from Hongdae,Mapo-gu,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$32 per night,"['Free parking on premises', 'Elevator', 'Kitchen', 'Wifi', 'Iron', 'Hair dryer']",67,Rating 4.5 out of 5
